Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
4,14,COG5599,protein tyrosine phosphatase activity,4.515804400737854,0.11304347826086962,0.005542528245576636,0.07185143252336548,0.002184531263345988
4,15,COG2733,membrane,4.4762691400988155,0.4000000000000002,0.06309955233425742,0.5431748497228301,0.02344821669027833
4,16,COG1852,Protein of unknown function DUF116,4.440325272922352,0.3130434782608697,0.014495843103815843,0.19104264431231596,0.0078455853978548
4,17,COG5295,Tetratricopeptide repeat,4.4354415844946455,0.5246376811594201,0.08185887870390103,2.334121066672056,0.10692161629869233
4,18,COG3494,"Psort location Cytoplasmic, score 8.96",4.421519348659892,0.6666666666666639,0.03325516947345981,0.4826781072093643,0.02157077544104754
4,19,COG3660,Mitochondrial fission ELM1,4.34740979225517,0.15362318840579717,0.009806011511404825,0.12592936007959316,0.005235357228926129
4,20,COG4872,Predicted membrane protein (DUF2157),4.197368839939985,0.2173913043478262,0.017906629716478384,0.17892821896781486,0.008807658996228613
4,21,COG4067,Putative ATP-dependant zinc protease,4.134901178626177,0.12173913043478267,0.013216798124067383,0.1491312400102706,0.007545584793159709
4,22,COG4241,Predicted membrane protein (DUF2232),4.038126801710095,0.5449275362318835,0.048390535067150034,0.4291763453780556,0.025184798247115246
4,23,COG5345,Uncharacterized protein conserved in bacteria (DUF2333),4.013379742111711,0.11884057971014499,0.011724578981027514,0.10018891368060759,0.005265925791892811
4,24,COG1850,"Catalyzes the enolization of 2,3-diketo-5- methylthiopentyl-1-phosphate (DK-MTP-1-P) into 2-hydroxy-3-keto-5- methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P)",3.9982766176050766,0.25217391304347836,0.02643359624813471,0.19740004382027942,0.0114148241076024
4,25,COG3780,Cro/C1-type HTH DNA-binding domain,3.8357585573906277,0.14202898550724644,0.012790449797484563,0.09700360070557583,0.005863784668300537
4,26,COG3807,Bacterial SH3 domain,3.8002033499648613,0.1304347826086957,0.015135365593690072,0.12181079293319573,0.007815792052347966
4,27,COG2861,Divergent polysaccharide deacetylase,3.789300647386857,0.4000000000000002,0.06480494564058865,0.34096654921993613,0.023733778573083706
4,28,COG5316,N-terminal domain of unknown function (DUF4140),3.7175760436870355,0.12753623188405802,0.014495843103815843,0.1101707274273085,0.007450619492494148
4,29,COG5336,function for this protein is to guide the assembly of the membrane sector of the ATPase enzyme complex,3.6538711722110957,0.3681159420289857,0.04156896184182486,0.28147928212793594,0.02144201135356502
4,30,COG2983,Belongs to the UPF0260 family,3.6018440731767054,0.1304347826086957,0.04647196759752733,0.18086590220251814,0.013979184693629278
4,31,COG5561,CGGC,3.596277200040808,0.28405797101449287,0.03837134939245369,0.23131907091238946,0.01820868135475116
4,32,COG5389,Protein of unknown function (DUF721),3.538504265585289,0.14492753623188412,0.015135365593690072,0.13866738015959806,0.011019850419067353
4,33,COG4649,Tetratricopeptide repeat-like domain,3.5361989272314815,0.13913043478260875,0.019825197186101057,0.13442913671429957,0.010673743923701904
4,34,COG1586,"Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine",3.5209362470611034,0.5826086956521727,0.11170326156469769,0.5966460043721784,0.05106388801662414
4,35,COG2945,Alpha/beta hydrolase family,3.445614710634821,0.1333333333333334,0.023875506288637813,0.12748572147096207,0.010792923630236931
4,36,COG1239,"Magnesium chelatase, subunit ChlI",3.406019142629395,0.1971014492753624,0.035600085269665335,0.2519485610704285,0.022862628796526726
